name,team,position,school
Lane Taylor,Green Bay Packers,Offensive Guard,Oklahoma State
Johnny Thomas,Dallas Cowboys,Defensive Back,Oklahoma State
Brandon Weeden,Dallas Cowboys,Quarterback,Oklahoma State
Kevin Williams,Seattle Seahawks,Defensive Tackle,Oklahoma State
D.J. Morrell,St. Louis Rams,Offensive Guard,Old Dominion
Kiko Alonso,Buffalo Bills,Linebacker,Oregon
Mark Asper,New York Giants,Offensive Guard,Oregon
Brandon Bair,Philadelphia Eagles,Defensive End,Oregon
Kenjon Barner,Carolina Panthers,None,Oregon
LeGarrette Blount,Pittsburgh Steelers,Running Back,Oregon
John Boyett,Denver Broncos,Strong Safety,Oregon
Jairus Byrd,New Orleans Saints,Free Safety,Oregon
Patrick Chung,New England Patriots,Free Safety,Oregon
Kellen Clemens,San Diego Chargers,Quarterback,Oregon
Drew Davis,Atlanta Falcons,Wide Receiver,Oregon
Ed Dickson,Carolina Panthers,Tight End,Oregon
Dennis Dixon,Buffalo Bills,Quarterback,Oregon
Taylor Hart,Philadelphia Eagles,Defensive End,Oregon
Ricky Havili-Heimuli,Jacksonville Jaguars,Defensive Tackle,Oregon
Josh Huff,Philadelphia Eagles,Wide Receiver,Oregon
LaMichael James,San Francisco 49ers,Running Back,Oregon
Dion Jordan,Miami Dolphins,Defensive End,Oregon
Josh Kaddu,Philadelphia Eagles,Linebacker,Oregon
Wade Keliikipi,Philadelphia Eagles,Defensive Tackle,Oregon
Kyle Long,Chicago Bears,Offensive Guard,Oregon
Colt Lyerla,Green Bay Packers,Tight End,Oregon
Jeff Maehl,Philadelphia Eagles,Wide Receiver,Oregon
Casey Matthews,Philadelphia Eagles,Linebacker,Oregon
Terrance Mitchell,Dallas Cowboys,Cornerback,Oregon
Will Murphy,Philadelphia Eagles,Wide Receiver,Oregon
Haloti Ngata,Baltimore Ravens,Defensive Tackle,Oregon
David Paulson,Pittsburgh Steelers,Tight End,Oregon
Spencer Paysinger,New York Giants,Linebacker,Oregon
Eddie Pleasant,Houston Texans,Defensive Back,Oregon
Dante Rosario,Chicago Bears,Tight End,Oregon
Geoff Schwartz,New York Giants,Offensive Guard,Oregon
Adam Snyder,San Francisco 49ers,Offensive Guard,Oregon
Jonathan Stewart,Carolina Panthers,Running Back,Oregon
De'Anthony Thomas,Kansas City Chiefs,Running Back,Oregon
Walter Thurmond III,New York Giants,Cornerback,Oregon
Will Tukuafu,San Francisco 49ers,Fullback,Oregon
Max Unger,Seattle Seahawks,Center,Oregon
Rahsaan Vaughn,Oakland Raiders,Wide Receiver,Oregon
T.J. Ward,Denver Broncos,Strong Safety,Oregon
Darrion Weems,Dallas Cowboys,Offensive Tackle,Oregon
Brandon Williams,Carolina Panthers,Tight End,Oregon
Derek Anderson,Carolina Panthers,Quarterback,Oregon State
Josh Andrews,Philadelphia Eagles,Offensive Guard,Oregon State
Brandon Browner,New England Patriots,Cornerback,Oregon State
Victor Butler,New Orleans Saints,Linebacker,Oregon State
Brandin Cooks,New Orleans Saints,Wide Receiver,Oregon State
Scott Crichton,Minnesota Vikings,Defensive End,Oregon State
James Dockery,Carolina Panthers,Defensive Back,Oregon State
Dwan Edwards,Carolina Panthers,Defensive Tackle,Oregon State
Micah Hatfield,San Diego Chargers,Wide Receiver,Oregon State
John Hekker,St. Louis Rams,Punter,Oregon State
Steven Jackson,Atlanta Falcons,Running Back,Oregon State
Andy Levitre,Tennessee Titans,Offensive Guard,Oregon State
Keenan Lewis,New Orleans Saints,Cornerback,Oregon State
Gabe Miller,Washington Redskins,Linebacker,Oregon State
Matt Moore,Miami Dolphins,Quarterback,Oregon State
Stephen Paea,Chicago Bears,Defensive Tackle,Oregon State
Michael Philipp,San Francisco 49ers,Offensive Tackle,Oregon State
Jordan Poyer,Cleveland Browns,Cornerback,Oregon State
Mike Remmers,Minnesota Vikings,Offensive Tackle,Oregon State
Rashaad Reynolds,Jacksonville Jaguars,Cornerback,Oregon State
Jacquizz Rodgers,Atlanta Falcons,Running Back,Oregon State
Markus Wheaton,Pittsburgh Steelers,Wide Receiver,Oregon State
Phillip Supernaw,Baltimore Ravens,Tight End,Ouachita Baptist
Saalim Hakim,New York Jets,Wide Receiver,Palomar Coll. CA (J.C.)
NaVorro Bowman,San Francisco 49ers,Linebacker,Penn State
Brett Brackett,Miami Dolphins,Tight End,Penn State
Glenn Carson,Arizona Cardinals,Linebacker,Penn State
Jack Crawford,Oakland Raiders,Defensive End,Penn State
Mike Farrell,Houston Texans,Offensive Tackle,Penn State
Garry Gilliam,Seattle Seahawks,Offensive Tackle,Penn State
Robbie Gould,Chicago Bears,Place kicker,Penn State
Tamba Hali,Kansas City Chiefs,Linebacker,Penn State
Jordan Hill,Seattle Seahawks,Defensive Tackle,Penn State
Gerald Hodges,Minnesota Vikings,Linebacker,Penn State
Josh Hull,Jacksonville Jaguars,Linebacker,Penn State
DaQuan Jones,Tennessee Titans,Defensive Tackle,Penn State
Sean Lee,Dallas Cowboys,Linebacker,Penn State
Michael Mauti,Minnesota Vikings,Linebacker,Penn State
Matt McGloin,Oakland Raiders,Quarterback,Penn State
Derek Moye,Pittsburgh Steelers,Wide Receiver,Penn State
Jordan Norwood,Denver Broncos,Wide Receiver,Penn State
Jared Odrick,Miami Dolphins,Defensive Tackle,Penn State
Rich Ohrnberger,San Diego Chargers,Offensive Guard,Penn State
Paul Posluszny,Jacksonville Jaguars,Linebacker,Penn State
Andrew Quarless,Green Bay Packers,Tight End,Penn State
Allen Robinson,Jacksonville Jaguars,Wide Receiver,Penn State
Michael Robinson,Seattle Seahawks,Fullback,Penn State
Evan Royster,Washington Redskins,Running Back,Penn State
A.Q. Shipley,Baltimore Ravens,Offensive Guard,Penn State
Mickey Shuler,Atlanta Falcons,Tight End,Penn State
Devon Still,Cincinnati Bengals,Defensive Tackle,Penn State
Nathan Stupar,Jacksonville Jaguars,Linebacker,Penn State
Johnnie Troutman,San Diego Chargers,Offensive Guard,Penn State
John Urschel,Baltimore Ravens,Offensive Guard,Penn State
Cameron Wake,Miami Dolphins,Defensive End,Penn State
Stefen Wisniewski,Oakland Raiders,Center,Penn State
Michael Zordich,Carolina Panthers,Fullback,Penn State
Brandon Copeland,Tennessee Titans,Linebacker,Pennsylvania
Greg Van Roten,Seattle Seahawks,Offensive Guard,Pennsylvania
John Brown,Arizona Cardinals,Wide Receiver,Pittsburg State
Brian Moorman,Buffalo Bills,Punter,Pittsburg State
Chas Alecxih,San Diego Chargers,Defensive Tackle,Pittsburgh
Aaron Berry,Cleveland Browns,Defensive Back,Pittsburgh
C.J. Davis,Seattle Seahawks,Offensive Guard,Pittsburgh
Dom DeCicco,Minnesota Vikings,Linebacker,Pittsburgh
Aaron Donald,St. Louis Rams,Defensive Tackle,Pittsburgh
Larry Fitzgerald,Arizona Cardinals,Wide Receiver,Pittsburgh
Henry Hynoski,New York Giants,Fullback,Pittsburgh
Andy Lee,San Francisco 49ers,Punter,Pittsburgh
Dion Lewis,Cleveland Browns,Running Back,Pittsburgh
LeSean McCoy,Philadelphia Eagles,Running Back,Pittsburgh
Mike McGlynn,Washington Redskins,Offensive Guard,Pittsburgh
Lucas Nix,Oakland Raiders,Offensive Guard,Pittsburgh
Darrelle Revis,New England Patriots,Cornerback,Pittsburgh
Tom Savage,Houston Texans,Quarterback,Pittsburgh
Jabaal Sheard,Cleveland Browns,Linebacker,Pittsburgh
Devin Street,Dallas Cowboys,Wide Receiver,Pittsburgh
K'Waun Williams,Cleveland Browns,Defensive Back,Pittsburgh
DJ Adams,Dallas Cowboys,Running Back,Portland State
Adam Hayward,Washington Redskins,Linebacker,Portland State
Jordan Senn,Chicago Bears,Linebacker,Portland State
DeShawn Shead,Seattle Seahawks,Defensive Back,Portland State
Julius Thomas,Denver Broncos,Tight End,Portland State
Mitchell Van Dyk,St. Louis Rams,Offensive Tackle,Portland State
Adrian Hamilton,Baltimore Ravens,Linebacker,Prairie View A&M;
Justin Bethel,Arizona Cardinals,Cornerback,Presbyterian
Mike Catapano,Kansas City Chiefs,Defensive End,Princeton
Caraun Reid,Detroit Lions,Defensive Tackle,Princeton
Royce Adams,Cleveland Browns,Defensive Back,Purdue
Ricardo Allen,Atlanta Falcons,Cornerback,Purdue
Cliff Avril,Seattle Seahawks,Defensive End,Purdue
Drew Brees,New Orleans Saints,Quarterback,Purdue
Bruce Gaston,Arizona Cardinals,Defensive Tackle,Purdue
Nick Hardwick,San Diego Chargers,Center,Purdue
Dennis Kelly,Philadelphia Eagles,Offensive Tackle,Purdue
Ryan Kerrigan,Washington Redskins,Linebacker,Purdue
Greg Latta,Denver Broncos,Defensive End,Purdue
Mike Neal,Green Bay Packers,Linebacker,Purdue
Rob Ninkovich,New England Patriots,Defensive End,Purdue
Uche Nwaneri,Dallas Cowboys,Offensive Guard,Purdue
Greg Orton,New England Patriots,Wide Receiver,Purdue
Curtis Painter,New York Giants,Quarterback,Purdue
Kevin Pamphile,Tampa Bay Buccaneers,Offensive Tackle,Purdue
Shaun Phillips,Tennessee Titans,Linebacker,Purdue
Bernard Pollard,Tennessee Titans,Strong Safety,Purdue
Kory Sheets,Oakland Raiders,Running Back,Purdue
Kawann Short,Carolina Panthers,Defensive Tackle,Purdue
Anthony Spencer,Dallas Cowboys,Defensive End,Purdue
Stefan Charles,Buffalo Bills,Defensive Tackle,Regina (Canada)
Akiem Hicks,New Orleans Saints,Defensive End,Regina (Canada)
Jorgen Hus,St. Louis Rams,Center,Regina (Canada)
Jon Ryan,Seattle Seahawks,Punter,Regina (Canada)
Jason Foster,Tampa Bay Buccaneers,Offensive Guard,Rhode Island
Chris Boswell,Houston Texans,Place kicker,Rice
James Casey,Philadelphia Eagles,Tight End,Rice
Phillip Gaines,Kansas City Chiefs,Cornerback,Rice
Vance McDonald,San Francisco 49ers,Tight End,Rice
Cheta Ozougwu,New Orleans Saints,Defensive End,Rice
Andrew Sendejo,Minnesota Vikings,Free Safety,Rice
Scott Solomon,Tampa Bay Buccaneers,Linebacker,Rice
Luke Willson,Seattle Seahawks,Tight End,Rice
Kendall Gaskins,New York Giants,Running Back,Richmond
Justin Rogers,Kansas City Chiefs,Defensive Back,Richmond
Lawrence Sidbury,Houston Texans,Defensive End,Richmond
Cooper Taylor,New York Giants,Safety,Richmond
Josh Vaughan,Atlanta Falcons,Running Back,Richmond
Kerry Wynn,New York Giants,Defensive End,Richmond
A.J. Dalton,Detroit Lions,Offensive Tackle,Robert Morris
Steve Beauharnais,New England Patriots,Linebacker,Rutgers
Kenny Britt,St. Louis Rams,Wide Receiver,Rutgers
Kevin Brock,Cincinnati Bengals,Tight End,Rutgers
Brandon Coleman,New Orleans Saints,Wide Receiver,Rutgers
Marcus Cooper,Kansas City Chiefs,Cornerback,Rutgers
Anthony Davis,San Francisco 49ers,Offensive Tackle,Rutgers
Jeremy Deering,Oakland Raiders,Defensive Back,Rutgers
Andrew DePaola,Tampa Bay Buccaneers,Center,Rutgers
R.J. Dill,St. Louis Rams,Offensive Tackle,Rutgers
Jonathan Freeny,Miami Dolphins,Linebacker,Rutgers
Ka'Lial Glaud,Tampa Bay Buccaneers,Linebacker,Rutgers
Khaseem Greene,Chicago Bears,Linebacker,Rutgers
Duron Harmon,New England Patriots,Strong Safety,Rutgers
Clark Harris,Cincinnati Bengals,Center,Rutgers
Mark Harrison,Kansas City Chiefs,Wide Receiver,Rutgers
D.C. Jefferson,Carolina Panthers,Tight End,Rutgers
George Johnson,Detroit Lions,Defensive End,Rutgers
Brandon Jones,Kansas City Chiefs,Defensive Back,Rutgers
Jason McCourty,Tennessee Titans,Cornerback,Rutgers
Devin McCourty,New England Patriots,Free Safety,Rutgers
Damaso Munoz,Tampa Bay Buccaneers,Linebacker,Rutgers
Quron Pratt,Philadelphia Eagles,Wide Receiver,Rutgers
Ray Rice,Baltimore Ravens,Running Back,Rutgers
Logan Ryan,New England Patriots,Cornerback,Rutgers
Mohamed Sanu,Cincinnati Bengals,Wide Receiver,Rutgers
Tiquan Underwood,Carolina Panthers,Wide Receiver,Rutgers
Jamaal Westerman,Cleveland Browns,Linebacker,Rutgers
Tim Wright,Tampa Bay Buccaneers,Tight End,Rutgers
Joe Young,Jacksonville Jaguars,Strong Safety,Rutgers
Jeremy Zuttah,Baltimore Ravens,Center,Rutgers
McLeod Bethel-Thompson,San Francisco 49ers,Quarterback,Sacramento State
Todd Davis,New Orleans Saints,Linebacker,Sacramento State
Jeff Heath,Dallas Cowboys,Strong Safety,Saginaw Valley State
Todd Herremans,Philadelphia Eagles,Offensive Guard,Saginaw Valley State
Jeff Janis,Green Bay Packers,Wide Receiver,Saginaw Valley State
Timothy Flanders,New Orleans Saints,Running Back,Sam Houston State
Josh McCown,Tampa Bay Buccaneers,Quarterback,Sam Houston State
Daxton Swanson,New England Patriots,Defensive Back,Sam Houston State
Cortland Finnegan,Miami Dolphins,Cornerback,Samford
Corey White,New Orleans Saints,Cornerback,Samford
Nick Williams,Pittsburgh Steelers,Defensive Tackle,Samford
Josh Johnson,San Francisco 49ers,Quarterback,San Diego
Nat Berhe,New York Giants,Strong Safety,San Diego State
Aaron Brewer,Denver Broncos,Center,San Diego State
Vincent Brown,San Diego Chargers,Wide Receiver,San Diego State
Miles Burris,Oakland Raiders,Linebacker,San Diego State
Brice Butler,Oakland Raiders,Wide Receiver,San Diego State
Tommie Draheim,Arizona Cardinals,Center,San Diego State
Gavin Escobar,Dallas Cowboys,Tight End,San Diego State
Heath Farwell,Seattle Seahawks,Linebacker,San Diego State
Ronnie Hillman,Denver Broncos,Running Back,San Diego State
Ryan Lindley,Arizona Cardinals,Quarterback,San Diego State
Colin Lockett,Cincinnati Bengals,Wide Receiver,San Diego State
Lance Louis,Indianapolis Colts,Offensive Guard,San Diego State
Leon McFadden,Cleveland Browns,Cornerback,San Diego State
Kassim Osgood,San Francisco 49ers,Wide Receiver,San Diego State
Eric Pinkins,Seattle Seahawks,Defensive Back,San Diego State
Bryce Quigley,Detroit Lions,Offensive Guard,San Diego State
Chad Young,New York Jets,Running Back,San Diego State
,Carolina Panthers,Cornerback,San Jose State
Justin Cole,Oakland Raiders,Linebacker,San Jose State
David Fales,Chicago Bears,Quarterback,San Jose State
Duke Ihenacho,Denver Broncos,Strong Safety,San Jose State
James Jones,Oakland Raiders,Wide Receiver,San Jose State
Ina Liaina,Green Bay Packers,Running Back,San Jose State
Dwight Lowery,Atlanta Falcons,Free Safety,San Jose State
Ryan Otten,San Diego Chargers,Tight End,San Jose State
Chris Owens,Kansas City Chiefs,Cornerback,San Jose State
David Quessenberry,Houston Texans,Offensive Tackle,San Jose State
Keith Smith,Dallas Cowboys,Linebacker,San Jose State
Peyton Thompson,Chicago Bears,Cornerback,San Jose State
Edawn Coughman,Buffalo Bills,Offensive Tackle,Shaw
Howard Jones,Pittsburgh Steelers,Linebacker,Shepherd
Dominique Jones,Buffalo Bills,Tight End,Shepherd
Brent Grimes,Miami Dolphins,Cornerback,Shippensburg
John Kuhn,Green Bay Packers,Fullback,Shippensburg
Brandon Fusco,Minnesota Vikings,Offensive Guard,Slippery Rock
John Abraham,Arizona Cardinals,Linebacker,South Carolina
Antonio Allen,New York Jets,Free Safety,South Carolina
Akeem Auguste,Seattle Seahawks,Defensive Back,South Carolina
Jasper Brinkley,Minnesota Vikings,Linebacker,South Carolina
Jadeveon Clowney,Houston Texans,Linebacker,South Carolina
Jared Cook,St. Louis Rams,Tight End,South Carolina
Chris Culliver,San Francisco 49ers,Defensive Back,South Carolina
Justice Cunningham,St. Louis Rams,Tight End,South Carolina
Patrick DiMarco,Atlanta Falcons,Fullback,South Carolina
Bruce Ellington,San Francisco 49ers,Wide Receiver,South Carolina
Clifton Geathers,Washington Redskins,Defensive Tackle,South Carolina
Stephon Gilmore,Buffalo Bills,Cornerback,South Carolina
Tori Gurley,Buffalo Bills,Wide Receiver,South Carolina
Victor Hampton,Cincinnati Bengals,Cornerback,South Carolina
DeVonte Holloman,Dallas Cowboys,Linebacker,South Carolina
Melvin Ingram,San Diego Chargers,Linebacker,South Carolina
Lemuel Jeanpierre,Seattle Seahawks,Center,South Carolina
Alshon Jeffery,Chicago Bears,Wide Receiver,South Carolina
T.J. Johnson,Cincinnati Bengals,Center,South Carolina
Johnathan Joseph,Houston Texans,Cornerback,South Carolina
Spencer Lanning,Cleveland Browns,Punter,South Carolina
Marcus Lattimore,San Francisco 49ers,Running Back,South Carolina
Jimmy Legree,Arizona Cardinals,Defensive Back,South Carolina
Cliff Matthews,Atlanta Falcons,Defensive End,South Carolina
Jamon Meredith,Tampa Bay Buccaneers,Offensive Guard,South Carolina
Captain Munnerlyn,Minnesota Vikings,Cornerback,South Carolina
Ronald Patrick,Dallas Cowboys,Offensive Guard,South Carolina
Kelcy Quarles,New York Giants,Defensive Tackle,South Carolina
Travian Robertson,Atlanta Falcons,Defensive Tackle,South Carolina
Ace Sanders,Jacksonville Jaguars,Wide Receiver,South Carolina
Weslye Saunders,Indianapolis Colts,Tight End,South Carolina
Connor Shaw,Cleveland Browns,Quarterback,South Carolina
Darian Stewart,Baltimore Ravens,Strong Safety,South Carolina
Ryan Succop,Kansas City Chiefs,Place kicker,South Carolina
Chaz Sutton,Tampa Bay Buccaneers,Defensive End,South Carolina
D.J. Swearinger,Houston Texans,Strong Safety,South Carolina
Devin Taylor,Detroit Lions,Defensive End,South Carolina
Phillip Adams,Seattle Seahawks,Cornerback,South Carolina State
Rafael Bush,New Orleans Saints,Free Safety,South Carolina State
Jakar Hamilton,Dallas Cowboys,Defensive Back,South Carolina State
Kimario McFadden,Atlanta Falcons,Defensive Back,South Carolina State
Joe Thomas,Green Bay Packers,Linebacker,South Carolina State
Jarrid Bryant,St. Louis Rams,Defensive Back,South Dakota
Tom Compton,Washington Redskins,Offensive Tackle,South Dakota
Tyler Starr,Atlanta Falcons,Linebacker,South Dakota
Dale Moss,Chicago Bears,Wide Receiver,South Dakota State
Adam Vinatieri,Indianapolis Colts,Place kicker,South Dakota State
Bryan Witzmann,Houston Texans,Offensive Tackle,South Dakota State
Winston Wright,Tennessee Titans,Defensive Back,South Dakota State
Nate Allen,Philadelphia Eagles,Strong Safety,South Florida
Sam Barrington,Green Bay Packers,Linebacker,South Florida
Maikon Bonani,Tennessee Titans,Place kicker,South Florida
B.J. Daniels,Seattle Seahawks,Quarterback,South Florida
Mike Jenkins,Tampa Bay Buccaneers,Cornerback,South Florida
DeDe Lattimore,Chicago Bears,Linebacker,South Florida
Aaron Lynch,San Francisco 49ers,Linebacker,South Florida
Terrell McClain,Dallas Cowboys,Defensive Tackle,South Florida
Tevin Mims,Miami Dolphins,Defensive End,South Florida
Jerome Murphy,Denver Broncos,Defensive Back,South Florida
Jason Pierre-Paul,New York Giants,Defensive End,South Florida
Mistral Raymond,Minnesota Vikings,Strong Safety,South Florida
George Selvie,Dallas Cowboys,Defensive End,South Florida
Jeremiah Warren,Cleveland Browns,Offensive Guard,South Florida
Kayvon Webster,Denver Broncos,Cornerback,South Florida
Jacquian Williams,New York Giants,Linebacker,South Florida
Kion Wilson,San Francisco 49ers,Linebacker,South Florida
Dan Connolly,New England Patriots,Offensive Guard,Southeast Missouri State
Robert Alford,Atlanta Falcons,Cornerback,Southeastern Louisiana
Kevin Hughes,Carolina Panthers,Offensive Tackle,Southeastern Louisiana
Devan Walker,Kansas City Chiefs,Linebacker,Southeastern Louisiana
Cedric Thornton,Philadelphia Eagles,Defensive End,Southern Arkansas
Ryan Jensen,Baltimore Ravens,Center,Southern Colorado
Chase Vaughn,Denver Broncos,Linebacker,Southern Colorado
Ikponmwosa Igbinosun,Buffalo Bills,Defensive End,Southern Connecticut State
Ray Agnew,Cleveland Browns,Running Back,Southern Illinois
Kenneth Boatright,Dallas Cowboys,Defensive End,Southern Illinois
Jayson DiManche,Cincinnati Bengals,Linebacker,Southern Illinois
Jewel Hampton,San Francisco 49ers,Running Back,Southern Illinois
Deji Karim,Indianapolis Colts,Running Back,Southern Illinois
Kenneth Acker,San Francisco 49ers,Cornerback,Southern Methodist
Chris Banjo,Green Bay Packers,Strong Safety,Southern Methodist
Kelvin Beachum,Pittsburgh Steelers,Offensive Tackle,Southern Methodist
Cole Beasley,Dallas Cowboys,Wide Receiver,Southern Methodist
Richard Crawford,Washington Redskins,Cornerback,Southern Methodist
Ja'Gared Davis,New England Patriots,Linebacker,Southern Methodist
Garrett Gilbert,St. Louis Rams,Quarterback,Southern Methodist
Ben Gottschalk,Kansas City Chiefs,Center,Southern Methodist
Margus Hunt,Cincinnati Bengals,Defensive End,Southern Methodist
Josh LeRibeus,Washington Redskins,Offensive Guard,Southern Methodist
Zach Line,Minnesota Vikings,Fullback,Southern Methodist
Bryan McCann,Arizona Cardinals,Defensive Back,Southern Methodist
Sterling Moore,Dallas Cowboys,Defensive Back,Southern Methodist
Thomas Morstead,New Orleans Saints,Punter,Southern Methodist
Aldrick Robinson,Washington Redskins,Wide Receiver,Southern Methodist
Emmanuel Sanders,Denver Broncos,Wide Receiver,Southern Methodist
Taylor Thompson,Tennessee Titans,Tight End,Southern Methodist
Chris Clark,Denver Broncos,Offensive Tackle,Southern Mississippi
Jamie Collins,New England Patriots,Linebacker,Southern Mississippi
Austin Davis,St. Louis Rams,Quarterback,Southern Mississippi
Demar Dotson,Tampa Bay Buccaneers,Offensive Tackle,Southern Mississippi
Lamar Holmes,Atlanta Falcons,Offensive Tackle,Southern Mississippi
Tom Johnson,Minnesota Vikings,Defensive Tackle,Southern Mississippi
Cordarro Law,San Diego Chargers,Defensive End,Southern Mississippi
Ryan McKee,Kansas City Chiefs,Offensive Tackle,Southern Mississippi
Khyri Thornton,Green Bay Packers,Defensive Tackle,Southern Mississippi
Jason Weaver,New Orleans Saints,Offensive Tackle,Southern Mississippi
Rashaun Allen,Seattle Seahawks,Tight End,Southern University
Lee Doss,Washington Redskins,Wide Receiver,Southern University
Charles Hawkins,New Orleans Saints,Wide Receiver,Southern University
Cody Larsen,Baltimore Ravens,None,Southern Utah
Brad Sorensen,San Diego Chargers,Quarterback,Southern Utah
Alex Hall,Carolina Panthers,Defensive End,St. Augustine's
Fred Williams,Kansas City Chiefs,Wide Receiver,St. Cloud State
Henoc Muamba,Indianapolis Colts,Linebacker,St. Francis Xavier (Canada)
Greg Toler,Indianapolis Colts,Cornerback,St. Paul's (VA)
Johnson Bademosi,Cleveland Browns,Cornerback,Stanford
Doug Baldwin,Seattle Seahawks,Wide Receiver,Stanford
David DeCastro,Pittsburgh Steelers,Offensive Guard,Stanford
Jim Dray,Cleveland Browns,Tight End,Stanford
Trent Edwards,Oakland Raiders,Quarterback,Stanford
Zach Ertz,Philadelphia Eagles,Tight End,Stanford
Coby Fleener,Indianapolis Colts,Tight End,Stanford
Cameron Fleming,New England Patriots,Offensive Tackle,Stanford
Sione Fua,Denver Broncos,Defensive Tackle,Stanford
Tyler Gaffney,New England Patriots,Running Back,Stanford
Ben Gardner,Dallas Cowboys,Defensive End,Stanford
Toby Gerhart,Jacksonville Jaguars,Running Back,Stanford
Ryan Hewitt,Cincinnati Bengals,Tight End,Stanford
Delano Howell,Indianapolis Colts,Free Safety,Stanford
Thomas Keiser,San Diego Chargers,Linebacker,Stanford
Erik Lorig,New Orleans Saints,Fullback,Stanford
Andrew Luck,Indianapolis Colts,Quarterback,Stanford
Jonathan Martin,San Francisco 49ers,Offensive Tackle,Stanford
Matthew Masifilo,Tampa Bay Buccaneers,Defensive End,Stanford
Josh Mauro,Pittsburgh Steelers,Defensive End,Stanford
Trent Murphy,Washington Redskins,Linebacker,Stanford
Chris Owusu,Tampa Bay Buccaneers,Wide Receiver,Stanford
Ed Reynolds,Philadelphia Eagles,Safety,Stanford
Richard Sherman,Seattle Seahawks,Cornerback,Stanford
Shayne Skov,San Francisco 49ers,Linebacker,Stanford
Alex Smith,Cincinnati Bengals,Tight End,Stanford
Jeremy Stewart,Oakland Raiders,Fullback,Stanford
Will Svitek,Cincinnati Bengals,Offensive Tackle,Stanford
Stepfan Taylor,Arizona Cardinals,Running Back,Stanford
Michael Thomas,Miami Dolphins,Safety,Stanford
Chase Thomas,San Francisco 49ers,Linebacker,Stanford
Levine Toilolo,Atlanta Falcons,Tight End,Stanford
Ryan Whalen,Cincinnati Bengals,Wide Receiver,Stanford
Griff Whalen,Indianapolis Colts,Wide Receiver,Stanford
David Yankey,Minnesota Vikings,Offensive Guard,Stanford
Josh Aubrey,Cleveland Browns,Defensive Back,Stephen F. Austin St.
Junior Galette,New Orleans Saints,Linebacker,Stillman
Sammie Hill,Tennessee Titans,Defensive Tackle,Stillman
Michael Bamiro,Philadelphia Eagles,Offensive Tackle,Stony Brook
Miguel Maysonet,Pittsburgh Steelers,Running Back,Stony Brook
Ri'Shard Anderson,Tennessee Titans,Defensive Back,Syracuse
Jay Bromley,New York Giants,Defensive Tackle,Syracuse
Tony Fiammetta,Chicago Bears,Fullback,Syracuse
Dwight Freeney,San Diego Chargers,Linebacker,Syracuse
Tanard Jackson,Washington Redskins,Defensive Back,Syracuse
Chandler Jones,New England Patriots,Defensive End,Syracuse
Arthur Jones,Indianapolis Colts,Defensive End,Syracuse
Alec Lemon,Houston Texans,Wide Receiver,Syracuse
Macky MacPherson,Buffalo Bills,Center,Syracuse
Jameel McClain,New York Giants,Linebacker,Syracuse
Ryan Nassib,New York Giants,Quarterback,Syracuse
Justin Pugh,New York Giants,Offensive Tackle,Syracuse
Jerome Smith,Atlanta Falcons,Running Back,Syracuse
Marquis Spruill,Atlanta Falcons,Linebacker,Syracuse
Shamarko Thomas,Pittsburgh Steelers,Strong Safety,Syracuse
Andrew Tiller,Green Bay Packers,Offensive Guard,Syracuse
Mike Williams,Buffalo Bills,Wide Receiver,Syracuse
Rufus Johnson,New Orleans Saints,Linebacker,Tarleton State
Dashaun Phillips,Dallas Cowboys,Defensive Back,Tarleton State
Cody Booth,Chicago Bears,None,Temple
Levi Brown,Baltimore Ravens,Defensive Tackle,Temple
Michael Campbell,New York Jets,Wide Receiver,Temple
Derek Dennis,Carolina Panthers,Offensive Guard,Temple
Jaiquawn Jarrett,New York Jets,Free Safety,Temple
Kamal Johnson,Miami Dolphins,Defensive Tackle,Temple
Terrance Knighton,Denver Broncos,Defensive Tackle,Temple
Steve Maneri,Chicago Bears,None,Temple
Brandon McManus,New York Giants,Place kicker,Temple
Bernard Pierce,Baltimore Ravens,Running Back,Temple
Adrian Robinson,Washington Redskins,Linebacker,Temple
Evan Rodriguez,Buffalo Bills,Fullback,Temple
Brian Sanford,Denver Broncos,Defensive End,Temple
Rod Streater,Oakland Raiders,Wide Receiver,Temple
Wayne Tribue,San Francisco 49ers,None,Temple
Martin Wallace,Cleveland Browns,Offensive Tackle,Temple
Tahir Whitehead,Detroit Lions,Linebacker,Temple
Muhammad Wilkerson,New York Jets,Defensive End,Temple
John Youboty,Denver Broncos,Defensive End,Temple
Robert Ayers,New York Giants,Defensive End,Tennessee
Eric Berry,Kansas City Chiefs,Strong Safety,Tennessee
Tyler Bray,Kansas City Chiefs,Quarterback,Tennessee
Alex Bullard,Detroit Lions,Offensive Guard,Tennessee
Kevin Burnett,Oakland Raiders,Linebacker,Tennessee
Dustin Colquitt,Kansas City Chiefs,Punter,Tennessee
Britton Colquitt,Denver Broncos,Punter,Tennessee
Morgan Cox,Baltimore Ravens,Center,Tennessee
Arian Foster,Houston Texans,Running Back,Tennessee
Ramon Foster,Pittsburgh Steelers,Offensive Guard,Tennessee
Zach Fulton,Kansas City Chiefs,Offensive Guard,Tennessee
Parys Haralson,New Orleans Saints,Linebacker,Tennessee
Justin Hunter,Tennessee Titans,Wide Receiver,Tennessee
Malik Jackson,Denver Broncos,Defensive End,Tennessee
Ja'Wuan James,Miami Dolphins,Offensive Tackle,Tennessee
